title;rating;review_count;level;top_rated;pro_badge;video_cons;language;price;url
I will do data scraping hotel and restaurant with owner contact email list;4.9;32;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//tania74/provide-hotel-and-restaurant-leads-with-owner-contact-email-list?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=9&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=2c845964-55e5-41bf-ba56-e4b7d269d262
I will do web scraping and data mining with python up to 100k rows;5.0;109;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//mk_blaze/do-web-scraping-and-data-mining-with-python?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=10&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=804f3605-668b-4591-aa25-1d03c053179a
I will write professional data scraping and automation scripts;5.0;50;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//sevenoidz77/do-python-script-code-automation-tasks-web-scraping?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=11&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=e65e74ed-2747-4baa-b84f-7b5a39a32a75
"I will do web scraping, data extraction from any website or api";5.0;160;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//ibadali942/do-data-extraction-data-mining-data-scraping-for-you?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=12&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=e025bb42-c9ff-4522-be0d-c7c157020283
I will do b2b lead generation data scraping business sales leads email list building;4.8;158;Level 1;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//ayun_khatak/b2b-b2c-lead-generation-real-estate-business-leads-email-list-building?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=13&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=0e48f109-90a4-4acb-aa20-36048eea876d
"I will do b2b leads, google map scraping, lead generation";5.0;830;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//jawadali7/do-b2b-leads-google-map-scraping-lead-generation?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=14&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=4eb1039f-6e67-4336-9d4f-e87d8b2e1366
"I will expertly scrape, google maps scraper, b2b leads pull for you";4.8;65;Level 1;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//it_services2/expertly-scrape-google-maps-scraper-b2b-leads-pull-for-you?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=15&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=d5a65ad3-95f5-4fe3-9168-e49671aa7ea4
"I will do web scraping, data mining any website upto 50k in 1 day";5.0;1k+;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=16&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=af878a1c-0c3f-4cfb-aa45-d98a7db5837f
I will scrape websites and automate human behavior with an automated script;5.0;23;Level 0;No Top Rated badge;No Pro badge;No video consultation;No extra languages;44;https://nl.fiverr.com//mronyahammed049/scrape-website-and-automate-the-human-behaviour-automation?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=17&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=be5d3a43-ec20-40a6-9522-ce99506259fb
I will do fast web scraping or data mining from any site;4.9;12;Level 0;No Top Rated badge;No Pro badge;No video consultation;No extra languages;39;https://nl.fiverr.com//chahmed_786/cpp-java-python-oop-data-structures-and-os-tasks?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=18&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=bb6c84cf-e5a3-4095-bac7-6a6558a9dc5e
"I will do web scraping, data entry from any website";5.0;53;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//a_scraper/do-webs-scraping-data-extraction-from-any-website?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=19&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=73718963-0550-4d4b-8a90-ac27f721ff2d
"I will scrape, parse data to google sheets with apps script";4.9;5;Level 1;No Top Rated badge;No Pro badge;Offers video consultations;No extra languages;25;https://nl.fiverr.com//sohaibroomi215/do-csv-pdf-conversion-file-automation-parse-text-extraction-and-manipulation?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=20&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=fe1fed2e-d3ae-4df4-9cee-0eeaf10d85fe
"I will do data entry, web scraping, copy paste and excel data entry";4.9;120;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//mahendra_kalra/do-offline-data-entry-work?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=21&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=86497da2-d056-4b17-bc6c-462ca249aae3
I will do python web scraping data mining from any website;5.0;62;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//hamza_bilal26/do-python-web-scraping-data-mining-from-any-website?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=22&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=18a64365-3d4d-428e-b493-f450aa4f28d0
"I will do b2b lead generation, web scraping,webresearch, email list building";5.0;337;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;25;https://nl.fiverr.com//zahidhossaindiu/collect-info-email-contact-address-phone-etc?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=23&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=f7e5435b-9edf-4510-a480-937ec5740e61
"I will be virtual assistant for contact list building, data entry, data scraping";4.9;100;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//sohana_ritu/be-virtual-assistant-for-contact-list-building-data-entry-data-scraping?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=24&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=37c92353-db27-4898-b247-9a26ba3c4301
I will do historical web scraping and any python programming tasks;5.0;50;Level 1;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//furqanhamid241/do-historical-web-scraping-and-any-python-programming-tasks?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=25&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=22b0e941-a6c8-46be-a3e4-ef0696774f2d
"I will do python web scraping, data mining, data scraping, web scraper";5.0;426;Level 0;Top Rated;No Pro badge;Offers video consultations;No extra languages;49;https://nl.fiverr.com//talhapythoneer/do-python-web-scraping-data-extraction-and-data-mining?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=26&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=0725c2e0-0680-4282-8eac-5677df3dcd55
"I will do web scraping , data extraction using python selenium";5.0;46;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//pro_webdevelopr/write-vba-code-formula-and-macro-in-excel-for-you?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=27&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=db420e6a-3c70-4c84-b720-ef6ddf6af677
"I will do web scraper, data scraper, web scraping, lead generation";4.9;103;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//biplobbh/do-web-scraper-data-scraper-web-scraping-lead-generation?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=28&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=7e15de97-d4ef-4f43-9fca-659b040f1e9a
I will be your virtual assistant for lead generation and web scraping;5.0;2;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//ayub595/be-your-virtual-assistant-for-lead-generation-and-web-scraping?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=29&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=16fd342f-1ad3-41c4-97cf-b7e9d00dfe2f
"I will scrape product data, amazon, ebay, shopify";5.0;29;Level 1;No Top Rated badge;No Pro badge;No video consultation;No extra languages;5;https://nl.fiverr.com//bnbecommerce/scrape-store-product-data-listings-from-shopify-amazon-ebay?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=30&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=c7befc90-62f7-4eac-96d4-7c9ac287455c
I will do python web scraping and web scraper scripts;5.0;8;Level 0;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//yalgar/do-web-scraping-data-mining-extraction-and-data-collection?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=31&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=f5e2adff-435b-4679-95f1-4cac2fc85f19
"I will do python web scraping, data mining, data extraction";;0 reviews;Level 0;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//irtzaprogrammer/do-python-web-scraping-data-mining-data-extraction?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=32&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=99752001-b6bf-4d91-bd10-f4261eeeba16
I will do excel data entry business email list collection web scraping copy paste;4.9;8;Level 1;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//humairi08/do-data-entry-business-email-collection-list-building-web-research-pdf-to-excel?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=33&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=db7252b7-7ef6-4b61-9702-8f46c8ac27df
"I will do web scraping, amazon, ebay, and shopify product scraping";4.9;13;Level 0;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//kfaisal4/do-web-scraping-amazon-shopify-ebay-scraping-for-you?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=34&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=a2f5bccd-ef62-462e-9938-566e8378a13d
"I will scrape, crawl, data mining any website";5.0;32;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//thedatadriven/scrape-crawl-data-mining-any-website?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=35&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=896ca5ad-3d43-4829-a1a1-ee920d0670d8
"I will do data entry, data collection, email collection, data scrape and web research";5.0;21;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//tuhin68582/do-lead-generation-email-list-building-data-research-and-data-entry?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=36&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=d04ddafa-886a-4c4b-ab0b-22ee1993d67a
"I will do linkedin lead generation, b2b leads, web scraping and email list building";4.9;409;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//sparkmind/do-online-research-and-data-collection-works?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=37&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=4d7e7a17-e33a-4dff-b0d6-478c061abc38
I will do scrape and export apollo io leads apollo export apollo lead scrapping;4.9;309;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//mizudesign04/provide-b2b-lead-generation-linkedin-leads-email-list-building-for-any-industry?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=38&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=3f9c1793-41c3-4cc6-99e8-f76aed956390
"I will do targeted b2b lead generation, linkedin leads, and web scraping";4.9;647;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;10;https://nl.fiverr.com//deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=39&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=15f1f8c5-cbef-4d0c-b8f9-b4564ed349b2
"I will web scraping, data mining and extracting from any website";4.9;346;Level 2;No Top Rated badge;No Pro badge;No video consultation;I speak Spanish +1;30;https://nl.fiverr.com//codingdan/scrape-website-data-for-you-using-parsehub?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=40&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=c7e4d426-a31b-42ff-a820-5dec22d8469c
"I will do yellow pages scraping to get b2b email list, address, and phone number";5.0;60;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//shahina6898/do-yellow-pages-scraping-to-get-b2b-email-list-address-and-phone-number?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=41&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=ca845bb1-0946-494f-ada5-b602187525c1
"I will do python programming, tkinter gui, web scraping scripts for you";5.0;7;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//sa_eed/do-python-programming-tkinter-gui-python-web-scraping-algorithm-scripts?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=42&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=de0174eb-4373-4b17-b1dc-810fddfe248f
"I will do data entry, data mining, copy paste, web scraping, internet research,b2b lead";5.0;12;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//monesamon22/do-data-entry-data-mining-copy-paste-web-scraping-internet-research-b2b-lead?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=43&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&seller_online=true&imp_id=b8c67395-0c74-4730-9191-ee03da47cc41
I will build python web scraping script;5.0;78;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;30;https://nl.fiverr.com//expert_scrapper/web-scraping-and-data-mining-expert?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=44&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=4b18e559-fa57-4b7c-ad60-c9d729185b5b
"I will do data entry, copy paste, web scraping, email finding";5.0;420;Level 2;No Top Rated badge;No Pro badge;No video consultation;No extra languages;20;https://nl.fiverr.com//datavalue/data-entry-typing-work-google-spreadsheet-pdf-to-excel-word-editing-formatting?context_referrer=search_gigs&source=pagination&ref_ctx_id=b2ba86e65c964b35be9b57caf243e91d&pckg_id=1&pos=45&ad_key=8b667c5f-60d5-440e-afd5-8ede438f9d37&context_type=auto&funnel=b2ba86e65c964b35be9b57caf243e91d&imp_id=2010298a-b9b0-495f-9355-3f1268551fd2
